id	title	original_steps_list	steps	labels_list
220190	"""D's Taco Pizza"""	"[""Cook and stir the ground beef, onion, and garlic together in a large skillet over medium-high heat until the beef is completely browned; drain fat from the skillet."", ""Stir the taco seasoning mix and water into the beef mixture; bring to a boil, reduce heat to medium-low, and cook at a simmer, stirring occasionally, for 5 minutes."", ""Preheat an oven to 350 degrees F (175 degrees C)."", ""Place the prepared pizza curst on a baking sheet."", ""Blend the diced tomatoes with garlic and onion, salsa, and cilantro in a blender until smooth."", ""Spread the refried beans in an even layer on the prepared pizza crust, leaving a border of about 1/2-inch uncovered around the outside."", ""Spread about 1 cup of the diced tomato mixture over the refried beans in an even layer; reserve the remaining sauce."", ""Scatter the ground beef mixture over the layer of sauce."", ""Cover the beef with 1 1/2 cups Mexican-style shredded cheese blend."", ""Bake in the preheated oven until the cheese is bubbly and the edges of the crust are golden brown, 15 to 20 minutes; set aside to cool 5 minutes."", ""Top the pizza with shredded lettuce, chopped tomatoes, black olives, green onions, and 1/2 cup Mexican-style shredded cheese blend. Serve with the reserved sauce, sour cream, and 1 cup salsa.""]"	"""Cook and stir the ground beef, onion, and garlic together in a large skillet over medium-high heat until the beef is completely browned; drain fat from the skillet. Stir the taco seasoning mix and water into the beef mixture; bring to a boil, reduce heat to medium-low, and cook at a simmer, stirring occasionally, for 5 minutes. Preheat an oven to 350 degrees F (175 degrees C). Place the prepared pizza curst on a baking sheet. Blend the diced tomatoes with garlic and onion, salsa, and cilantro in a blender until smooth. Spread the refried beans in an even layer on the prepared pizza crust, leaving a border of about 1/2-inch uncovered around the outside. Spread about 1 cup of the diced tomato mixture over the refried beans in an even layer; reserve the remaining sauce. Scatter the ground beef mixture over the layer of sauce. Cover the beef with 1 1/2 cups Mexican-style shredded cheese blend. Bake in the preheated oven until the cheese is bubbly and the edges of the crust are golden brown, 15 to 20 minutes; set aside to cool 5 minutes. Top the pizza with shredded lettuce, chopped tomatoes, black olives, green onions, and 1/2 cup Mexican-style shredded cheese blend. Serve with the reserved sauce, sour cream, and 1 cup salsa. """	[164, 329, 379, 429, 524, 660, 777, 834, 902, 1048]
279209	"""Milky Sweet Fritters"""	"[""Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C)."", ""Sift flour, baking powder, baking soda, and salt together in a bowl. Stir in milk and condensed milk until smooth."", ""Spoon batter into the hot oil and deep-fry until golden brown, 3 to 5 minutes.""]"	"""Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Sift flour, baking powder, baking soda, and salt together in a bowl. Stir in milk and condensed milk until smooth. Spoon batter into the hot oil and deep-fry until golden brown, 3 to 5 minutes. """	[76, 191]
11204	"""Soft Sugar Cookies III"""	"[""Preheat oven to 425 degrees F (220 degrees C). Lightly grease cookie sheets."", ""Cream the butter and sugar together until light and fluffy. Add the eggs and mix thoroughly."", ""Add the flour, baking powder and baking soda alternately with the sour cream to the butter mixture."", ""Drop by teaspoonfuls onto the prepared cookie sheets and bake at 425 degrees F (220 degrees C) for 8 minutes.""]"	"""Preheat oven to 425 degrees F (220 degrees C). Lightly grease cookie sheets. Cream the butter and sugar together until light and fluffy. Add the eggs and mix thoroughly. Add the flour, baking powder and baking soda alternately with the sour cream to the butter mixture. Drop by teaspoonfuls onto the prepared cookie sheets and bake at 425 degrees F (220 degrees C) for 8 minutes. """	[76, 169, 269]
239186	"""Hot Mango Peppa Sauce"""	"[""Heat oil in a saucepan to 300 degrees F (150 degrees C)."", ""Saute peppers, garlic, and ginger in hot oil until fragrant, 2 to 3 minutes."", ""Season pepper mixture with curry powder and salt. Reduce heat to low and cook to let the flavors blend, 1 to 2 minutes."", ""Transfer pepper mixture to a blender; add mango cubes and blend until smooth."", ""Pour blended mango mixture into the saucepan, bring to a simmer, and cook until slightly thickened, 5 to 10 minutes.""]"	"""Heat oil in a saucepan to 300 degrees F (150 degrees C). Saute peppers, garlic, and ginger in hot oil until fragrant, 2 to 3 minutes. Season pepper mixture with curry powder and salt. Reduce heat to low and cook to let the flavors blend, 1 to 2 minutes. Transfer pepper mixture to a blender; add mango cubes and blend until smooth. Pour blended mango mixture into the saucepan, bring to a simmer, and cook until slightly thickened, 5 to 10 minutes. """	[56, 133, 253, 331]
231688	"""Salmon Lentil Salad"""	"[""Put lentils in a small pot with enough water to just cover; cook on medium heat until tender, 10 to 15 minutes. Set lentils aside to cool."", ""Set oven rack about 6 inches from the heat source and preheat the oven's broiler."", ""Cook salmon under the preheated broiler until the fish flakes easily with a fork, 5 to 7 minutes per side. Chop salmon and set aside to cool."", ""Heat a small skillet over medium-high heat; cook bacon in skillet until crisp, 7 to 10 minutes. Chop bacon and set aside to cool."", ""Mix cooled lentils, salmon, bacon, red onion, mozzarella, and cucumber together in a large bowl."", ""Whisk balsamic vinegar, olive oil, garlic, mustard, salt, and pepper together in a small bowl; drizzle over the lentil mixture and stir gently to coat.""]"	"""Put lentils in a small pot with enough water to just cover; cook on medium heat until tender, 10 to 15 minutes. Set lentils aside to cool. Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Cook salmon under the preheated broiler until the fish flakes easily with a fork, 5 to 7 minutes per side. Chop salmon and set aside to cool. Heat a small skillet over medium-high heat; cook bacon in skillet until crisp, 7 to 10 minutes. Chop bacon and set aside to cool. Mix cooled lentils, salmon, bacon, red onion, mozzarella, and cucumber together in a large bowl. Whisk balsamic vinegar, olive oil, garlic, mustard, salt, and pepper together in a small bowl; drizzle over the lentil mixture and stir gently to coat. """	[138, 220, 362, 492, 589]
283277	"""Vegan Cashew Ranch Dip"""	"[""Bring a pot of water to a boil; add the cashews and boil for 20 minutes. Drain and rinse with cold water to cool them off."", ""While the cashews are boiling, add miso paste, lemon juice, vinegar, and 3 1/2 tablespoons water to a blender cup and set aside."", ""Combine mayonnaise, parsley, dill, mushroom powder, garlic powder, onion powder, and pepper in a mixing bowl with a whisk; it will be very thick. Transfer to the refrigerator until cashews are done boiling."", ""Once the cashews are boiled and rinsed, add them to the blender cup and blend until very smooth."", ""Combine the blended cashew mixture into the mayonnaise mixture and whisk to combine.""]"	"""Bring a pot of water to a boil; add the cashews and boil for 20 minutes. Drain and rinse with cold water to cool them off. While the cashews are boiling, add miso paste, lemon juice, vinegar, and 3 1/2 tablespoons water to a blender cup and set aside. Combine mayonnaise, parsley, dill, mushroom powder, garlic powder, onion powder, and pepper in a mixing bowl with a whisk; it will be very thick. Transfer to the refrigerator until cashews are done boiling. Once the cashews are boiled and rinsed, add them to the blender cup and blend until very smooth. Combine the blended cashew mixture into the mayonnaise mixture and whisk to combine. """	[122, 251, 458, 555]
244987	"""Apple Cinnamon Oatmeal Muffins"""	"[""Preheat oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan or line with paper liners."", ""Stir 1/4 cup oats, 1 tablespoon brown sugar, melted butter, and 1/4 teaspoon cinnamon together in a small bowl; set aside."", ""Whisk together 1 1/2 cups oats, flour, 1/2 cup brown sugar, 1 1/2 teaspoons cinnamon, baking powder, baking soda, and salt together in a large bowl."", ""Stir applesauce, milk, oil, egg, and vanilla extract together in a bowl. Stir applesauce mixture into flour mixture just until all ingredients are moistened; stir in apple. Spoon apple mixture into prepared muffin cups about 2/3 full; sprinkle oat topping mixture evenly over each muffin."", ""Bake in the preheated oven until a toothpick inserted near the center comes out clean, about 15 minutes.""]"	"""Preheat oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan or line with paper liners. Stir 1/4 cup oats, 1 tablespoon brown sugar, melted butter, and 1/4 teaspoon cinnamon together in a small bowl; set aside. Whisk together 1 1/2 cups oats, flour, 1/2 cup brown sugar, 1 1/2 teaspoons cinnamon, baking powder, baking soda, and salt together in a large bowl. Stir applesauce, milk, oil, egg, and vanilla extract together in a bowl. Stir applesauce mixture into flour mixture just until all ingredients are moistened; stir in apple. Spoon apple mixture into prepared muffin cups about 2/3 full; sprinkle oat topping mixture evenly over each muffin. Bake in the preheated oven until a toothpick inserted near the center comes out clean, about 15 minutes. """	[100, 223, 372, 661]
9545	"""Mock Apple Pie"""	"[""Preheat oven to 425 degrees F (220 degrees C)."", ""In a saucepan over medium high heat, combine the water, sugar and cream of tartar; bring to boil."", ""Drop in whole crackers and boil for 5 minutes. Pour mixture into pie shell; sprinkle with cinnamon and lemon juice."", ""Mix together the crushed crackers, brown sugar, cinnamon and butter; sprinkle over pie filling."", ""Bake for 15 minutes and reduce heat to 375 degrees F (190 degrees C) and continue to bake for 15 to 20 minutes longer. Serve warm.""]"	"""Preheat oven to 425 degrees F (220 degrees C). In a saucepan over medium high heat, combine the water, sugar and cream of tartar; bring to boil. Drop in whole crackers and boil for 5 minutes. Pour mixture into pie shell; sprinkle with cinnamon and lemon juice. Mix together the crushed crackers, brown sugar, cinnamon and butter; sprinkle over pie filling. Bake for 15 minutes and reduce heat to 375 degrees F (190 degrees C) and continue to bake for 15 to 20 minutes longer. Serve warm. """	[46, 144, 260, 356]
220822	"""Slow Cooker Pinto Beans"""	"[""Cover pinto beans with water in a large bowl; allow beans to soak overnight."", ""Place onion, green bell pepper, celery, garlic, Black Forest ham, soaked pinto beans, cumin, oregano, bay leaves, and lard in a slow cooker."", ""Pour enough chicken broth into the slow cooker to cover the other ingredients."", ""Cook on High until beans are very tender, 5 to 6 hours.""]"	"""Cover pinto beans with water in a large bowl; allow beans to soak overnight. Place onion, green bell pepper, celery, garlic, Black Forest ham, soaked pinto beans, cumin, oregano, bay leaves, and lard in a slow cooker. Pour enough chicken broth into the slow cooker to cover the other ingredients. Cook on High until beans are very tender, 5 to 6 hours. """	[76, 217, 296]
257549	"""Happy Family Oatmeal Bake"""	"[""Combine milk, oats, coconut, brown sugar, beaten eggs, golden raisins, chocolate chips, vanilla extract, and salt in a large bowl; mix well."", ""Pour mixture into a 1.8-quart baking dish. Cover and refrigerate, 8 hours to overnight."", ""Preheat oven to 350 degrees F (175 degrees C)."", ""Bake in the preheated oven until edges are firm and center is still slightly soft, about 45 minutes. Stir before serving.""]"	"""Combine milk, oats, coconut, brown sugar, beaten eggs, golden raisins, chocolate chips, vanilla extract, and salt in a large bowl; mix well. Pour mixture into a 1.8-quart baking dish. Cover and refrigerate, 8 hours to overnight. Preheat oven to 350 degrees F (175 degrees C). Bake in the preheated oven until edges are firm and center is still slightly soft, about 45 minutes. Stir before serving. """	[140, 228, 275]
7468	"""Rhubarb Cake I"""	"[""In a large bowl, cream together butter or margarine and sugar. Beat in egg and vanilla."", ""In another bowl, sift together 2 cups flour, soda, and salt. Add sifted ingredients alternately with buttermilk to creamed mixture."", ""Toss rhubarb with 1 tablespoon flour, and stir into batter. Spoon batter into buttered 9 x 13 inch pan, and smooth the surface."", ""Blend together 1/4 cup butter or margarine, cinnamon, and brown sugar; sprinkle evenly over batter."", ""Bake at 350 degrees F (175 degrees C) for 45 minutes.""]"	"""In a large bowl, cream together butter or margarine and sugar. Beat in egg and vanilla. In another bowl, sift together 2 cups flour, soda, and salt. Add sifted ingredients alternately with buttermilk to creamed mixture. Toss rhubarb with 1 tablespoon flour, and stir into batter. Spoon batter into buttered 9 x 13 inch pan, and smooth the surface. Blend together 1/4 cup butter or margarine, cinnamon, and brown sugar; sprinkle evenly over batter. Bake at 350 degrees F (175 degrees C) for 45 minutes. """	[87, 219, 347, 447]
261446	"""Vanilla Crescents with Nutella&reg; hazelnut spread"""	"[""Split the vanilla bean lengthwise with a knife; scrape out seeds or use 2 teaspoons vanilla extract if desired."", ""In a large bowl, combine butter, sugar and vanilla seeds/extract; stir in flour and almond flour until dough comes together. Cover with plastic wrap; refrigerate for 30 minutes."", ""Preheat oven to 350 degrees F. Take small amount of dough and roll into crescent shape; place on parchment paper-lined baking sheet."", ""Repeat with remaining dough to make 16 cookies."", ""Bake on center rack for about 15 minutes or until lightly golden. Remove from oven; let cool completely on baking sheet."", ""Meanwhile, scoop Nutella&reg; hazelnut spread into a small bowl set over small pan of boiling water; let stand for about 5 minutes or until softened. Dip half of each cookie into Nutella&reg; hazelnut spread; let stand for about 20 minutes or until cool.""]"	"""Split the vanilla bean lengthwise with a knife; scrape out seeds or use 2 teaspoons vanilla extract if desired. In a large bowl, combine butter, sugar and vanilla seeds/extract; stir in flour and almond flour until dough comes together. Cover with plastic wrap; refrigerate for 30 minutes. Preheat oven to 350 degrees F. Take small amount of dough and roll into crescent shape; place on parchment paper-lined baking sheet. Repeat with remaining dough to make 16 cookies. Bake on center rack for about 15 minutes or until lightly golden. Remove from oven; let cool completely on baking sheet. Meanwhile, scoop Nutella&reg; hazelnut spread into a small bowl set over small pan of boiling water; let stand for about 5 minutes or until softened. Dip half of each cookie into Nutella&reg; hazelnut spread; let stand for about 20 minutes or until cool. """	[111, 289, 422, 470, 591]
10370	"""Cherry Oatmeal Cookies"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Sift together flour, baking soda and salt."", ""In a separate bowl, cream together shortening, butter or margarine, sugar, eggs, cherry juice and vanilla. Stir in flour mixture and mix well."", ""Blend in oatmeal, chopped cherries and chopped nuts. Mix well."", ""Roll into balls the size of walnuts and slightly mash down. Bake to a golden brown, 8 - 10 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Sift together flour, baking soda and salt. In a separate bowl, cream together shortening, butter or margarine, sugar, eggs, cherry juice and vanilla. Stir in flour mixture and mix well. Blend in oatmeal, chopped cherries and chopped nuts. Mix well. Roll into balls the size of walnuts and slightly mash down. Bake to a golden brown, 8 - 10 minutes. """	[46, 89, 232, 295]
220375	"""Cheesy Mexican Spoon Bread"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Grease a 9x9-inch baking pan."", ""Whisk together cornmeal, salt, and baking soda in a large bowl."", ""Stir in milk and vegetable oil until well blended."", ""Beat in egg and cream-style corn until well mixed."", ""Pour half of the batter into the prepared pan, then sprinkle with half of the green chilies and half of the Monterey Jack cheese. Repeat the layers, ending with remaining cheese."", ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9-inch baking pan. Whisk together cornmeal, salt, and baking soda in a large bowl. Stir in milk and vegetable oil until well blended. Beat in egg and cream-style corn until well mixed. Pour half of the batter into the prepared pan, then sprinkle with half of the green chilies and half of the Monterey Jack cheese. Repeat the layers, ending with remaining cheese. Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. """	[46, 76, 140, 191, 242, 421]
220851	"""Asparagus Pie"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Butter the inside edges of a 2-quart casserole dish."", ""Stir flour, 1/2 teaspoon salt, sugar, black pepper, fresh thyme, and milk together in a large bowl until smooth."", ""Whisk eggs and lemon zest into milk mixture to form a smooth batter."", ""Melt butter in a heavy skillet over medium heat."", ""Cook and stir asparagus and 1/4 teaspoon salt in melted butter until the asparagus turns dark green and is coated with butter, 1 to 2 minutes."", ""Layer asparagus in the bottom of the prepared casserole dish. Pour batter evenly over the top."", ""Bake in the preheated oven until the pie has puffed up and is browned around the edges, 40 to 45 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Butter the inside edges of a 2-quart casserole dish. Stir flour, 1/2 teaspoon salt, sugar, black pepper, fresh thyme, and milk together in a large bowl until smooth. Whisk eggs and lemon zest into milk mixture to form a smooth batter. Melt butter in a heavy skillet over medium heat. Cook and stir asparagus and 1/4 teaspoon salt in melted butter until the asparagus turns dark green and is coated with butter, 1 to 2 minutes. Layer asparagus in the bottom of the prepared casserole dish. Pour batter evenly over the top. Bake in the preheated oven until the pie has puffed up and is browned around the edges, 40 to 45 minutes. """	[46, 99, 212, 281, 330, 473, 568]
220647	"""Quick and Easy Creamed Bacon Spinach"""	"[""Heat butter in a large skillet over medium heat. Cook and stir onion, bacon, and garlic until bacon is crisp, 5 to 7 minutes."", ""Whisk flour, salt, and black pepper into onion mixture until blended and the flour and drippings form a paste, 1 to 2 minutes."", ""Slowly whisk milk into onion mixture. Bring to a boil, continuously whisking, until sauce is thick and creamy, 3 to 5 minutes."", ""Stir spinach and half-and-half into sauce; cook until spinach is heated through, 4 to 6 minutes.""]"	"""Heat butter in a large skillet over medium heat. Cook and stir onion, bacon, and garlic until bacon is crisp, 5 to 7 minutes. Whisk flour, salt, and black pepper into onion mixture until blended and the flour and drippings form a paste, 1 to 2 minutes. Slowly whisk milk into onion mixture. Bring to a boil, continuously whisking, until sauce is thick and creamy, 3 to 5 minutes. Stir spinach and half-and-half into sauce; cook until spinach is heated through, 4 to 6 minutes. """	[125, 252, 379]
18051	"""Creamy Swiss Chicken"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Arrange chicken in a lightly greased 9x13 inch baking dish. In a medium bowl, combine the soup, wine, garlic powder, cayenne pepper, mustard seed and sour cream and blend together; set aside."", ""Top each chicken breast with a slice of Swiss cheese and pour sour cream mixture evenly over the chicken. Crush the bag of croutons and sprinkle evenly over all, then drizzle with melted butter."", ""Bake at 350 degrees F (175 degrees C) for 50 minutes, or until chicken is cooked through and juices run clear.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Arrange chicken in a lightly greased 9x13 inch baking dish. In a medium bowl, combine the soup, wine, garlic powder, cayenne pepper, mustard seed and sour cream and blend together; set aside. Top each chicken breast with a slice of Swiss cheese and pour sour cream mixture evenly over the chicken. Crush the bag of croutons and sprinkle evenly over all, then drizzle with melted butter. Bake at 350 degrees F (175 degrees C) for 50 minutes, or until chicken is cooked through and juices run clear. """	[46, 238, 433]
275242	"""Electric Smoker BBQ Rib Tips"""	"[""Preheat an electric smoker to 250 degrees F (120 degrees C)."", ""Sprinkle salt over rib tips. Add BBQ rub and massage into rib tips to evenly coat."", ""Place rib tips on the preheated smoker and smoke for 1 1/2 hours, spritzing with apple juice throughout the cook time."", ""Transfer rib tips to a baking sheet and add barbecue sauce. Stir to coat."", ""Return rib tips to the smoker and smoke for 30 minutes. Transfer to a serving plate and let rest 5 minutes.""]"	"""Preheat an electric smoker to 250 degrees F (120 degrees C). Sprinkle salt over rib tips. Add BBQ rub and massage into rib tips to evenly coat. Place rib tips on the preheated smoker and smoke for 1 1/2 hours, spritzing with apple juice throughout the cook time. Transfer rib tips to a baking sheet and add barbecue sauce. Stir to coat. Return rib tips to the smoker and smoke for 30 minutes. Transfer to a serving plate and let rest 5 minutes. """	[60, 143, 262, 336]
221293	"""Vegan Black Bean Quesadillas"""	"[""Blend great Northern beans, 3/4 cup tomatoes, and garlic in a food processor until smooth; add nutritional yeast, cumin, chili powder, salt, and red pepper flakes and blend again."", ""Transfer bean mixture to a bowl. Stir black beans and 1/4 cup tomatoes into bean mixture."", ""Heat olive oil in a skillet over medium-high heat."", ""Place a tortilla in the hot oil. Spread about 1/4 cup filling onto the tortilla."", ""Place another tortilla on top of filling; cook until filling is warmed, about 10 minutes."", ""Spray the top tortilla with cooking spray and flip quesadilla to cook the second side until lightly browned, 3 to 5 minutes. Repeat with remaining tortillas and filling.""]"	"""Blend great Northern beans, 3/4 cup tomatoes, and garlic in a food processor until smooth; add nutritional yeast, cumin, chili powder, salt, and red pepper flakes and blend again. Transfer bean mixture to a bowl. Stir black beans and 1/4 cup tomatoes into bean mixture. Heat olive oil in a skillet over medium-high heat. Place a tortilla in the hot oil. Spread about 1/4 cup filling onto the tortilla. Place another tortilla on top of filling; cook until filling is warmed, about 10 minutes. Spray the top tortilla with cooking spray and flip quesadilla to cook the second side until lightly browned, 3 to 5 minutes. Repeat with remaining tortillas and filling. """	[179, 269, 320, 401, 491]
240001	"""Grilled Smores Sandwich"""	"[""Spread 1 tablespoon butter and 1 1/2 teaspoons olive oil onto 1 side of each bread slice."", ""Heat a cast iron skillet or non-stick skillet over medium heat and add the remaining 1 tablespoon butter and 1 1/2 teaspoons olive oil."", ""Spread peanut butter, marshmallow creme, and chocolate-hazelnut spread into the other side of each bread slice and put slices together with butter-oil side on the outside, creating a sandwich."", ""Place sandwiches in the hot skillet, cover the skillet, and cook until sandwiches are lightly golden brown, about 30 seconds per side.""]"	"""Spread 1 tablespoon butter and 1 1/2 teaspoons olive oil onto 1 side of each bread slice. Heat a cast iron skillet or non-stick skillet over medium heat and add the remaining 1 tablespoon butter and 1 1/2 teaspoons olive oil. Spread peanut butter, marshmallow creme, and chocolate-hazelnut spread into the other side of each bread slice and put slices together with butter-oil side on the outside, creating a sandwich. Place sandwiches in the hot skillet, cover the skillet, and cook until sandwiches are lightly golden brown, about 30 seconds per side. """	[89, 225, 418]
221383	"""Apfelkuchen (Apple Cake)"""	"[""Grease the bottom and sides of a 9x13-inch baking dish or a 9-inch springform pan."", ""Beat 2 1/4 cup flour, milk, 1/4 cup sugar, yeast, 6 tablespoons butter, vanilla extract, and 1 pinch salt in a large bowl with an electric mixer on high until dough is smooth, about 5 minutes; spread into baking dish and press dough up the sides. Press apple slices into dough."", ""Mix 1 cup sugar, 3/4 cup flour, candied lemon peel, cinnamon, nutmeg, and 1 pinch salt in a bowl. Cut in 1/2 cup butter with a knife or pastry blender until mixture resembles coarse crumbs; sprinkle over apples. Allow dough to rise for 30 minutes."", ""Preheat oven to 400 degrees F (200 degrees C)."", ""Bake in preheated oven until cake is golden brown and apples are tender, about 35 minutes.""]"	"""Grease the bottom and sides of a 9x13-inch baking dish or a 9-inch springform pan. Beat 2 1/4 cup flour, milk, 1/4 cup sugar, yeast, 6 tablespoons butter, vanilla extract, and 1 pinch salt in a large bowl with an electric mixer on high until dough is smooth, about 5 minutes; spread into baking dish and press dough up the sides. Press apple slices into dough. Mix 1 cup sugar, 3/4 cup flour, candied lemon peel, cinnamon, nutmeg, and 1 pinch salt in a bowl. Cut in 1/2 cup butter with a knife or pastry blender until mixture resembles coarse crumbs; sprinkle over apples. Allow dough to rise for 30 minutes. Preheat oven to 400 degrees F (200 degrees C). Bake in preheated oven until cake is golden brown and apples are tender, about 35 minutes. """	[82, 360, 608, 655]
25480	"""Travis's Turkey Burgers with a Bite"""	"[""Preheat an outdoor grill for high heat and lightly oil grate."", ""In medium bowl, mix together ground turkey, dry mesquite flavored seasoning mix and jalapeno pepper. Form the mixture into 3 thin, flat patties."", ""Cook patties on the prepared grill 5 minutes per side, or to desired doneness.""]"	"""Preheat an outdoor grill for high heat and lightly oil grate. In medium bowl, mix together ground turkey, dry mesquite flavored seasoning mix and jalapeno pepper. Form the mixture into 3 thin, flat patties. Cook patties on the prepared grill 5 minutes per side, or to desired doneness. """	[61, 206]
211586	"""Pumpkin Joes"""	"[""Brown the ground beef with the onion in a large skillet over medium heat, breaking up the meat as it cooks, until the beef is crumbly and starting to brown, about 10 minutes."", ""Drain the fat from the beef, and stir in the pumpkin pie spice, thyme, rosemary, salt, Worcestershire sauce, hot pepper sauce, tomato soup, celery soup, and pumpkin. Mix in the pumpkin, and stir until all ingredients are well combined."", ""Bring the mixture to a boil, reduce the heat, and simmer until the flavors have blended and the mixture is thickened, 45 minutes to 1 hour.""]"	"""Brown the ground beef with the onion in a large skillet over medium heat, breaking up the meat as it cooks, until the beef is crumbly and starting to brown, about 10 minutes. Drain the fat from the beef, and stir in the pumpkin pie spice, thyme, rosemary, salt, Worcestershire sauce, hot pepper sauce, tomato soup, celery soup, and pumpkin. Mix in the pumpkin, and stir until all ingredients are well combined. Bring the mixture to a boil, reduce the heat, and simmer until the flavors have blended and the mixture is thickened, 45 minutes to 1 hour. """	[174, 410]
230850	"""Cornflake Chicken Casserole"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Mix cream of chicken soup, cooked chicken, celery, 1 cup cornflakes, water chestnuts, mayonnaise, and onion together in a large bowl; spread mixture into a 9x13-inch casserole dish."", ""Mix 1 cup cornflakes and melted butter together in a bowl until coated; sprinkle over casserole."", ""Bake in the preheated oven until casserole is bubbling and topping is crisp, about 45 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Mix cream of chicken soup, cooked chicken, celery, 1 cup cornflakes, water chestnuts, mayonnaise, and onion together in a large bowl; spread mixture into a 9x13-inch casserole dish. Mix 1 cup cornflakes and melted butter together in a bowl until coated; sprinkle over casserole. Bake in the preheated oven until casserole is bubbling and topping is crisp, about 45 minutes. """	[46, 228, 325]
238266	"""Veggie, Almond, and Raisin Quinoa Salad"""	"[""Preheat oven to 350 degrees F (175 degrees C). Spread almonds onto a baking sheet."", ""Bake almonds in the preheated oven until lightly toasted and fragrant, 5 to 10 minutes."", ""Bring vegetable stock and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender and stock has been absorbed, 15 to 20 minutes. Transfer quinoa to a bowl and refrigerate until chilled, about 30 minutes."", ""Mix almonds, cucumber, tomatoes, parsley, orange bell pepper, feta cheese, raisins, olives, and scallions into quinoa."", ""Whisk lemon juice and olive oil together in a bowl; pour over quinoa mixture and stir until quinoa mixture is coated.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Spread almonds onto a baking sheet. Bake almonds in the preheated oven until lightly toasted and fragrant, 5 to 10 minutes. Bring vegetable stock and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender and stock has been absorbed, 15 to 20 minutes. Transfer quinoa to a bowl and refrigerate until chilled, about 30 minutes. Mix almonds, cucumber, tomatoes, parsley, orange bell pepper, feta cheese, raisins, olives, and scallions into quinoa. Whisk lemon juice and olive oil together in a bowl; pour over quinoa mixture and stir until quinoa mixture is coated. """	[82, 170, 418, 537]
247471	"""Fresh Pineapple Rum"""	"[""Place pineapple in a large glass container. Pour in rum, covering pineapple completely."", ""Store container on a cool, dark shelf, stirring and tasting once a day, until rum reaches desired flavor, at least 1 week but preferably 2."", ""Strain out pineapple before serving.""]"	"""Place pineapple in a large glass container. Pour in rum, covering pineapple completely. Store container on a cool, dark shelf, stirring and tasting once a day, until rum reaches desired flavor, at least 1 week but preferably 2. Strain out pineapple before serving. """	[87, 227]
246831	"""Super Easy Cream Cheese Flan"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Heat sugar and water together in a small saucepan over medium heat, stirring occasionally, until sugar dissolves into a light brown caramel, 8 to 10 minutes. Pour into a round glass baking dish."", ""Place condensed milk, evaporated milk, eggs, cream cheese, and vanilla extract in a blender; blend into a smooth custard. Pour over caramelized sugar in the baking dish."", ""Place baking dish in a deep baking pan. Pour in enough water to reach halfway up the baking dish."", ""Bake in the preheated oven until custard is set and top is light brown, about 1 hour."", ""Cover with plastic wrap; refrigerate until cold, 3 to 4 hours.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Heat sugar and water together in a small saucepan over medium heat, stirring occasionally, until sugar dissolves into a light brown caramel, 8 to 10 minutes. Pour into a round glass baking dish. Place condensed milk, evaporated milk, eggs, cream cheese, and vanilla extract in a blender; blend into a smooth custard. Pour over caramelized sugar in the baking dish. Place baking dish in a deep baking pan. Pour in enough water to reach halfway up the baking dish. Bake in the preheated oven until custard is set and top is light brown, about 1 hour. Cover with plastic wrap; refrigerate until cold, 3 to 4 hours. """	[46, 241, 411, 509, 595]
